|1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1|
|1||0.914725||0.87049||0.857785||0.860681||0.861126||0.860379||0.860224||0.860842||0.861552||0.862111||0.862458||0.862662||0.862788||0.862877||0.862934||0.862955||0.862934||0.862877||0.862788||0.862662||0.862458||0.862111||0.861552||0.860842||0.860224||0.860379||0.861126||0.860681||0.857785||0.87049||0.914725||1||0.797363||1||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.507812||0.511719||0.53125||0.609375||0.765625||1|
|1||0.87049||0.799249||0.791069||0.79782||0.799668||0.798604||0.798723||0.800065||0.801593||0.802739||0.803463||0.803889||0.80416||0.804348||0.804472||0.804514||0.804472||0.804348||0.80416||0.803889||0.803463||0.802739||0.801593||0.800065||0.798723||0.798604||0.799668||0.79782||0.791069||0.799249||0.87049||1||0.651337||1||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.179688||0.183594||0.21875||0.335938||0.609375||1|
|1||0.857785||0.791069||0.788648||0.800487||0.803874||0.802627||0.803369||0.805783||0.808198||0.810001||0.811136||0.811819||0.81226||0.812572||0.812772||0.812845||0.812772||0.812572||0.81226||0.811819||0.811136||0.810001||0.808198||0.805783||0.803369||0.802627||0.803874||0.800487||0.788648||0.791069||0.857785||1||0.575867||1||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0390625||0.0429688||0.078125||0.21875||0.53125||1|
|1||0.860681||0.79782||0.800487||0.815352||0.818213||0.817433||0.819446||0.823051||0.826472||0.828963||0.830541||0.831512||0.832154||0.832612||0.832911||0.833015||0.832911||0.832612||0.832154||0.831512||0.830541||0.828963||0.826472||0.823051||0.819446||0.817433||0.818213||0.815352||0.800487||0.79782||0.860681||1||0.549377||1||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.00390625||0.0078125||0.0429688||0.183594||0.511719||1|
|1||0.861126||0.799668||0.803874||0.818213||0.821453||0.822046||0.825472||0.830411||0.834829||0.838||0.840036||0.841311||0.842184||0.842819||0.843231||0.843379||0.843231||0.842819||0.842184||0.841311||0.840036||0.838||0.834829||0.830411||0.825472||0.822046||0.821453||0.818213||0.803874||0.799668||0.861126||1||1.3488e-321||1||0.860224||0.798723||0.803369||0.819446||0.825472||0.829088||0.835383||0.842614||0.848733||0.853078||0.855961||0.857898||0.859321||0.860397||0.861099||0.861348||0.861099||0.860397||0.859321||0.857898||0.855961||0.853078||0.848733||0.842614||0.835383||0.829088||0.825472||0.819446||0.803369||0.798723||0.860224||1||1.3488e-321||1|
|1||0.860379||0.798604||0.802627||0.817433||0.822046||0.82413||0.829088||0.835269||0.840595||0.844411||0.846869||0.848474||0.849605||0.850444||0.850994||0.851186||0.850994||0.850444||0.849605||0.848474||0.846869||0.844411||0.840595||0.835269||0.829088||0.82413||0.822046||0.817433||0.802627||0.798604||0.860379||1||0.87481||1.42291e-321||1.42785e-321||1||0.860842||0.800065||0.805783||0.823051||0.830411||0.835269||0.842614||0.850696||0.857412||0.862253||0.865524||0.867826||0.869574||0.870908||0.871781||0.872087||0.871781||0.870908||0.869574||0.867826||0.865524||0.862253||0.857412||0.850696||0.842614||0.835269||0.830411||0.823051||0.805783||0.800065||0.860842||1|
|1||0.860224||0.798723||0.803369||0.819446||0.825472||0.829088||0.835383||0.842614||0.848733||0.853078||0.855961||0.857898||0.859321||0.860397||0.861099||0.861348||0.861099||0.860397||0.859321||0.857898||0.855961||0.853078||0.848733||0.842614||0.835383||0.829088||0.825472||0.819446||0.803369||0.798723||0.860224||1||1.3488e-321||1||0.861552||0.801593||0.808198||0.826472||0.834829||0.840595||0.848733||0.857412||0.864651||0.869911||0.873596||0.876287||0.878381||0.879994||0.881043||0.881411||0.881043||0.879994||0.878381||0.876287||0.873596||0.869911||0.864651||0.857412||0.848733||0.840595||0.834829||0.826472||0.808198||0.801593||0.861552||1||1.3488e-321||1|
|1||0.860842||0.800065||0.805783||0.823051||0.830411||0.835269||0.842614||0.850696||0.857412||0.862253||0.865524||0.867826||0.869574||0.870908||0.871781||0.872087||0.871781||0.870908||0.869574||0.867826||0.865524||0.862253||0.857412||0.850696||0.842614||0.835269||0.830411||0.823051||0.805783||0.800065||0.860842||1||0.875655||1.42291e-321||1.42785e-321||1||0.862111||0.802739||0.810001||0.828963||0.838||0.844411||0.853078||0.862253||0.869911||0.875602||0.879711||0.882807||0.885261||0.887153||0.88838||0.888809||0.88838||0.887153||0.885261||0.882807||0.879711||0.875602||0.869911||0.862253||0.853078||0.844411||0.838||0.828963||0.810001||0.802739||0.862111||1|
|1||0.861552||0.801593||0.808198||0.826472||0.834829||0.840595||0.848733||0.857412||0.864651||0.869911||0.873596||0.876287||0.878381||0.879994||0.881043||0.881411||0.881043||0.879994||0.878381||0.876287||0.873596||0.869911||0.864651||0.857412||0.848733||0.840595||0.834829||0.826472||0.808198||0.801593||0.861552||1||1.3488e-321||1||0.862458||0.803463||0.811136||0.830541||0.840036||0.846869||0.855961||0.865524||0.873596||0.879711||0.884244||0.887744||0.890547||0.892707||0.894106||0.894591||0.894106||0.892707||0.890547||0.887744||0.884244||0.879711||0.873596||0.865524||0.855961||0.846869||0.840036||0.830541||0.811136||0.803463||0.862458||1||1.3488e-321||1|
